REF,GSM820823,GSM820824,GSM820825,GSM820826,GSM820827,GSM820828,GSM820829,GSM820830,GSM820831,GSM820832,GSM820833,GSM820834,GSM820835,GSM820836,GSM820837,GSM820838,GSM820839,GSM820840,GSM820841,GSM820842,GSM820843,GSM820844,GSM820845,GSM820846,GSM820847,GSM820848,GSM820849,GSM820850,GSM820851,GSM820852,GSM820853,GSM820854,GSM820855,GSM820856,GSM820857,GSM820858,GSM820859,GSM820860,GSM820861,GSM820862,GSM820863,GSM820864,GSM820865,GSM820866,GSM820867,GSM820868,GSM820869,GSM820870,GSM820871,GSM820872,GSM820873,GSM820874,GSM820875,GSM820876,GSM820877,GSM820878,GSM820879,GSM820880,GSM820881,GSM820882,GSM820883,GSM820884,GSM820885,GSM820886,GSM820887,GSM820888,GSM820889,GSM820890,GSM820891,GSM820892,GSM820893,GSM820894,GSM820895,GSM820896,GSM820897,GSM820898,GSM820899,GSM820900,GSM820901,GSM820902,GSM820903,GSM820904,GSM820905,GSM820906,GSM820907,GSM820908,GSM820909,GSM820910,GSM820911,GSM820912,GSM820913,GSM820914,GSM820915,GSM820916,GSM820917,GSM820918
b0116,10.860717,10.843996,10.792064,11.559335,11.032718,11.95363,10.554123,10.444546,11.656671,10.010551,10.961978,11.685298,11.504035,10.432271,10.747768,11.120191,11.212185,11.557815,11.541668,11.597367,11.444679,11.517069,11.252764,11.702299,11.160446,9.939771,10.706156,10.356178,11.139971,10.868941,11.165556,10.55359,10.70724,11.300273,11.311511,11.326083,11.220492,11.82545,11.174852,9.415175,11.078421,11.606315,11.006348,9.91918,10.919128,11.58569,9.330136,10.376165,11.241005,7.124082,8.008099,7.248455,9.892138,7.439855,9.08727,7.728237,7.243362,6.991976,7.42879,7.592786,7.100895,11.146803,11.785393,11.06332,10.732753,11.255248,11.032804,9.614683,10.598213,10.394662,10.484546,10.793515,10.550389,10.798819,10.986537,10.495954,11.017816,10.855368,10.386551,10.420506,11.295158,10.906776,11.206104,10.571949,11.102008,11.143453,10.989146,11.600579,11.519832,10.115621,9.802176,9.867579,10.14722,10.175634,10.334271,10.586186
b0117,5.920614,6.18595,5.974006,6.114081,6.436889,6.081651,5.942922,5.800316,6.077106,6.183457,6.1612,6.327166,6.146812,6.551646,6.504291,6.12148,6.14814,5.961167,5.812965,5.944796,6.078096,6.148678,6.259328,6.403466,6.381575,6.032727,6.070309,6.236291,6.024933,5.814896,6.447906,6.003686,6.37587,5.835721,6.206447,6.131852,5.993275,6.535814,6.261904,6.298661,5.683834,6.300356,6.06524,5.874366,6.254711,5.825575,5.411929,5.931869,6.091962,5.877387,5.339696,5.966613,5.689626,5.741788,6.28463,5.962051,6.057377,6.167039,5.642923,6.296718,5.228898,6.65172,6.386916,6.715002,5.923163,6.098413,5.989489,6.75838,6.506421,4.395349,5.874683,5.898844,5.782675,6.292993,5.761974,5.533058,6.330494,6.403071,6.755553,5.177484,5.790964,6.008726,5.699269,6.555423,6.471242,6.423402,6.044704,6.222383,6.221489,6.512397,6.874742,6.683487,6.675114,6.114723,6.232089,6.110164
b0118,9.842625,9.767145,9.874355,9.970418,9.572664,9.465495,8.905891,9.074756,10.852603,8.225701,8.642636,9.792605,10.220205,9.023594,9.631289,9.806934,9.746879,9.614593,9.856905,10.661978,10.708487,10.542926,10.677997,10.631181,10.569533,8.953248,9.237375,9.144365,9.643298,9.408233,9.654877,9.050557,8.929872,9.499635,10.014904,10.49017,10.350519,10.865322,9.685117,8.715393,10.364805,9.999136,10.029179,8.868005,9.221612,10.294256,8.36728,9.296698,9.970084,7.690855,7.800594,7.826792,9.629196,7.653018,8.775277,8.024804,8.040427,8.006501,7.767582,8.077617,7.358662,9.136187,9.651604,9.171299,9.309315,9.568511,9.051144,8.694388,8.634993,8.211837,8.517335,8.654776,8.565185,8.928299,8.701148,8.53579,8.810114,9.208523,9.366418,8.810585,10.021215,9.673708,9.837238,9.249968,9.416351,9.549166,9.054179,9.402002,9.571867,8.515883,8.698438,8.640873,8.77082,8.640093,8.870747,8.877823
b0119,8.820236,8.876739,9.400856,8.962064,9.284207,9.492554,8.857678,8.755942,8.46836,9.773648,10.247016,10.279916,10.492669,11.19169,11.011947,11.151506,8.467904,8.522236,8.681478,8.509196,8.657815,8.962038,10.414228,9.608372,10.726654,9.992723,9.43939,8.929824,10.210425,10.021354,10.459451,9.288582,8.382126,8.418244,9.58921,9.048008,9.764072,9.829658,10.629518,10.899695,9.109211,9.085349,8.882138,9.67419,9.437222,8.594587,9.533261,9.155043,9.079527,9.132297,9.466966,9.302659,10.081942,9.193831,9.64658,10.450363,10.82962,10.13879,9.603352,9.646153,9.535984,9.899978,10.484292,9.808359,10.720397,10.345416,10.40483,9.582107,9.747365,8.544019,10.152165,10.112938,10.731209,9.617521,9.776394,8.050585,10.24599,9.816436,10.614025,8.929951,9.498796,9.31949,9.730114,10.585126,10.158652,10.152102,10.345884,9.957783,9.803293,9.4071,9.664502,9.271783,9.786418,9.107232,9.188435,8.774449
b0120,8.183293,9.136079,8.576293,9.508351,8.153989,9.52273,8.473662,9.240939,9.886924,7.260437,9.112588,9.093465,9.967477,8.161935,8.876077,8.818793,9.760366,9.460699,10.562379,9.298273,9.295992,8.652015,8.989794,9.904035,8.783118,7.045662,8.351748,8.213203,8.954992,8.846173,9.13904,8.151061,7.621336,9.049458,9.614109,9.738333,9.902622,9.771772,8.90906,8.299411,9.924102,10.671142,9.810235,7.878337,8.562637,8.654463,7.489787,8.328049,8.873835,5.345837,5.015084,4.613016,7.386966,4.754529,6.267405,4.952984,5.22441,5.227274,4.947479,5.962643,5.337791,8.668298,9.726459,8.611345,8.53288,8.39888,8.552285,6.903572,7.790926,8.31823,7.86709,7.728805,8.36415,8.503135,9.915815,9.533979,10.121808,8.510341,7.879838,9.74183,9.070875,9.186603,9.351851,8.206705,7.984968,7.559115,8.318766,8.120147,8.250714,7.89237,7.310918,7.073355,7.544167,8.188109,9.510788,9.866744
b0121,8.813664,9.616994,9.137598,10.09604,8.929867,10.301372,8.981097,9.857781,10.136996,8.31192,9.679672,9.662117,10.742878,8.712029,9.215441,9.359064,9.957456,10.557794,11.397186,9.654259,9.583599,9.169517,9.580943,10.56315,9.508731,8.121666,8.916366,8.645553,9.357141,9.425838,9.676837,8.880621,8.581105,10.176236,10.181171,10.132961,10.173154,10.27489,9.418864,8.774532,10.032807,11.014035,9.975815,8.820437,9.109299,9.739403,8.733767,9.175018,9.719077,6.540696,5.781155,5.741654,8.284517,6.093033,7.410728,6.175098,6.445543,6.359908,6.284647,6.874559,6.072465,10.021261,10.632566,10.029211,8.947125,9.500194,9.292772,8.351735,8.554642,8.666649,8.713706,8.809374,8.972045,9.499416,10.407683,9.631079,9.957979,9.178403,8.687029,10.088186,9.624213,9.405999,9.476496,9.373351,8.584844,8.301849,8.977261,8.924561,8.890041,9.108032,8.8424,8.89289,8.799541,9.560709,10.505934,10.705499
b0122,7.394749,7.588082,7.753227,7.137836,7.206276,7.408553,7.243524,7.643628,7.078995,7.61723,7.100065,7.19805,7.439385,7.174276,7.439837,8.015428,7.371976,8.530317,7.936314,8.268681,7.900643,7.242559,7.036476,7.495724,7.57539,7.114362,6.924592,6.494257,8.573938,8.41828,8.438854,8.051979,7.023304,8.32451,8.106799,7.635974,7.964798,6.68564,7.608382,7.232244,7.731368,7.58486,7.666103,6.79613,6.981628,6.930948,6.91641,7.053673,6.748262,5.703969,4.90475,5.639432,6.871748,4.545182,6.250927,5.670115,6.573339,6.9274,5.191703,6.546182,6.537126,7.152238,8.122206,7.202979,7.74058,7.509094,7.32162,7.250806,7.979106,7.716409,7.203981,6.776444,7.598363,7.135052,7.278643,7.957247,7.751717,7.817854,7.311994,7.239433,8.114374,7.505772,8.469336,7.280695,7.918394,7.086833,7.759831,7.632403,7.503365,7.105259,7.80206,6.750215,7.457107,7.26665,7.813138,7.470565
b0123,8.015992,7.87736,7.681702,7.940301,9.071438,8.251352,8.363596,8.143451,8.073277,9.038155,9.029366,9.110616,8.197036,8.383044,8.746225,10.176406,8.021287,8.500866,8.304517,8.626631,8.702823,9.414593,9.344618,9.894616,9.543708,8.786475,8.672302,8.996316,11.03937,11.443123,11.447379,8.42911,8.609651,8.585776,8.548692,8.833171,8.712993,8.395316,10.552398,7.6661,9.263774,9.216936,9.026515,8.844018,8.166709,8.656002,8.601419,8.37096,8.077091,6.592469,5.922238,6.147765,7.280446,5.93765,7.30078,7.57627,7.464467,7.622448,6.764236,7.250219,6.807031,8.561158,7.996373,8.390849,9.490279,9.492334,9.01291,8.275056,8.777777,8.015116,9.354697,8.915923,9.52302,8.368954,9.480256,8.056492,9.472704,9.521234,9.549604,6.987953,8.949731,8.753478,8.796256,9.760006,9.296164,9.29624,9.853682,9.717498,9.729167,8.527982,7.984132,7.941982,8.092831,8.008392,8.046559,8.121862
b0124,6.709239,6.682613,6.596019,7.167341,6.940098,7.082066,6.906457,7.049096,7.450027,6.504808,6.679463,7.373075,7.466243,7.52706,7.547528,7.339741,7.063455,7.97193,7.22741,7.065937,7.10188,7.069308,7.180234,7.536504,7.428306,6.824716,6.75909,6.811482,7.093329,7.037845,7.512882,6.582559,6.667213,6.966372,7.868389,7.28857,8.00721,7.72245,7.517021,6.881772,8.202305,7.307767,8.043735,7.111898,6.876164,7.40695,6.71307,6.996453,7.026752,6.747541,6.021512,5.942958,7.628077,6.268701,7.066381,6.900149,7.306278,6.850522,6.609983,6.797505,7.375683,7.550056,8.046813,7.812649,6.882153,7.30401,6.614885,7.634843,7.665839,6.434196,6.660267,6.671052,6.56892,7.553576,7.270361,7.383232,7.366318,7.657804,8.021387,6.029253,7.181295,7.137887,7.113133,8.013155,7.614354,7.409393,6.598778,7.396249,7.100219,7.815434,7.647748,7.884302,7.062132,8.228903,7.304994,7.480572
b0125,8.659672,8.764085,8.604084,8.801702,8.31988,8.639419,8.351312,8.638252,8.9107,8.822815,8.549795,8.587716,8.536709,8.150573,8.646316,8.386741,8.364967,8.683707,8.980354,8.819879,8.671324,8.42786,8.353596,8.785283,8.212329,8.218773,8.436228,8.056648,8.459458,8.556296,8.66433,9.164291,8.787896,8.692167,8.941047,8.723664,8.977022,8.286008,7.469265,8.026409,8.639743,8.476786,8.452105,8.092996,8.03122,8.600983,8.414658,8.536837,8.330815,7.049674,6.334582,6.468742,7.205359,6.426237,6.922129,6.780776,7.441444,7.199456,6.112268,7.082701,7.113734,8.131126,8.370302,8.504509,8.503392,8.264974,8.084892,8.503848,8.479296,7.401531,7.96814,7.746268,7.946676,8.245201,8.194653,8.343557,8.269439,8.625658,8.629362,8.494134,8.95084,8.89901,9.033016,8.587695,8.523093,8.339902,8.214411,8.624626,8.988006,7.989822,8.579333,8.058989,8.097836,8.667442,8.637208,8.703401
b0126,9.827606,10.000646,9.039682,10.124858,9.642402,9.902551,9.395164,10.102622,9.836029,9.090586,9.179543,9.555469,9.689561,8.570591,8.601922,9.641671,10.451563,10.31663,10.189378,10.319472,10.49679,10.193259,9.838565,10.825553,9.491371,8.633441,9.895552,8.574904,9.557131,9.562858,9.498413,9.974435,9.125532,9.952175,10.665134,10.380391,10.455757,9.143401,7.236848,8.105449,10.379878,10.799814,10.543312,8.223541,9.082883,10.10936,8.329742,9.643465,9.810336,6.608367,6.723118,6.415846,8.41921,6.962199,7.654775,7.006181,7.100413,6.948725,7.107643,7.464018,6.686718,8.247278,9.327409,8.495415,9.313216,9.120218,9.255037,8.461378,8.421053,10.136326,9.259687,9.06588,9.40262,8.28619,9.990421,10.928327,10.117286,8.919139,8.753823,9.772751,10.970481,10.851897,10.973655,8.53392,8.905758,8.272448,10.45628,9.39476,9.48799,9.508684,9.293723,9.424008,8.901417,9.787379,10.593318,10.834302
b0127,8.081266,8.04948,7.985854,8.186845,7.964726,8.153356,8.254973,8.195058,8.415524,8.016095,8.04181,8.266162,7.844909,8.057953,7.883747,8.011225,7.771895,7.853691,8.001406,7.856439,8.05059,7.943054,7.844749,7.930819,7.756596,8.173114,8.582326,8.026565,8.247295,8.109222,8.235196,8.467714,8.067808,8.115442,8.477573,8.5665,8.330375,7.823913,7.682691,7.659002,7.884072,7.880624,7.943188,7.973166,8.224353,7.842652,7.740529,8.002282,7.805796,6.747884,6.518333,6.429337,7.409598,7.342119,7.472028,6.988881,6.350517,6.940076,6.897513,6.799619,5.81419,7.985761,8.412843,8.30526,8.386466,8.452045,8.835931,8.520175,8.831172,6.836706,8.089691,7.826852,7.946887,7.893993,7.777438,7.616308,7.554859,8.473831,8.269948,7.837161,8.571466,8.194252,8.243995,8.316084,8.407465,8.18005,8.524825,8.251014,8.425214,8.022843,8.284664,8.04028,8.129327,8.040189,7.485687,8.120321
b0128,7.220603,7.300745,7.534425,7.257764,7.071305,7.582482,7.358621,7.020095,7.856189,7.191564,7.141015,7.545198,7.080827,7.128611,7.358442,7.111659,6.794958,6.929224,7.036611,7.266992,7.210958,7.210267,7.018132,7.062796,6.693937,7.589911,7.85986,7.329692,7.538084,7.277621,7.48585,7.59266,7.162677,7.263347,7.718107,7.697472,7.640941,7.035926,7.024123,7.19949,6.993475,6.905562,7.012614,7.350439,7.490977,7.096112,7.199437,7.236885,6.767496,5.487449,6.457438,5.381827,6.800353,6.646598,6.791016,6.254017,5.337284,6.061803,6.173272,6.14114,3.985207,7.170387,7.585148,7.348466,8.107072,8.116795,8.111708,7.48256,7.60563,6.115686,7.47662,7.144433,7.350293,6.774468,7.050021,6.971531,6.996311,7.570492,7.067436,7.066285,7.880882,7.406504,7.625712,7.123449,7.622234,7.028989,7.407039,7.219591,7.595866,7.011995,7.283956,6.735057,7.209234,6.980918,6.826305,7.322528
b0129,6.37382,6.083546,6.417166,5.942802,6.337103,6.013554,6.637597,5.920399,6.117706,6.281371,6.171479,6.751037,6.556933,6.964154,6.887228,6.241635,5.616328,5.568425,5.781784,5.8747,5.864177,6.298764,6.375135,6.245681,6.158242,6.639416,6.391091,5.988579,6.151524,6.025778,6.338922,7.060893,6.200088,5.937576,6.747699,6.584433,6.71124,6.034484,7.343461,6.260927,5.476855,5.778543,5.448333,6.588629,6.748842,6.083309,6.894471,6.41135,6.301616,5.809081,6.144971,5.715874,6.065435,6.015658,6.446952,6.012255,5.594512,5.669647,5.839001,5.625834,3.72758,6.069095,6.671865,6.363343,7.720869,7.335401,7.522611,6.457997,7.233439,3.897363,7.226546,7.265128,7.397649,6.29347,5.903412,5.311036,6.274319,6.433723,6.625112,5.347261,6.162774,6.24351,6.553161,6.448551,6.792085,6.427964,6.74615,6.089104,6.500987,6.148651,6.381546,6.078269,6.32244,5.843196,5.985527,5.811889
b0130,4.708841,4.763664,4.662971,4.955081,4.974179,5.162847,4.913053,4.936764,4.790945,4.793618,4.784489,5.461789,4.897563,5.466515,5.254198,4.903552,4.723524,4.767838,4.851932,4.754081,4.79427,4.732657,4.890088,4.911759,5.015985,4.761161,4.765794,4.733691,5.004388,4.739167,5.062552,4.791255,4.822029,4.867097,4.973067,4.849069,4.886929,4.763442,4.891842,4.830816,4.605337,4.896351,4.639826,4.790123,5.011368,4.473725,4.541724,4.762279,4.757906,4.191397,4.880813,4.243283,4.577645,4.830392,5.295611,4.617216,4.197851,4.541185,4.571903,4.318424,3.374337,4.989946,5.101351,5.500803,4.975385,5.408699,5.332773,5.653318,5.862966,3.470644,5.106626,4.95767,4.692029,4.998621,4.489955,4.580759,4.646118,5.3015,5.228743,4.927015,4.780188,4.554734,5.006432,5.386742,5.273761,4.836157,5.019666,4.992502,5.537647,5.242184,5.192778,4.773996,5.476368,4.875424,4.89441,4.765392
b0131,8.699732,9.10202,8.723824,9.564793,8.657334,8.924592,8.771348,9.282113,9.186883,9.988316,9.420324,9.348165,8.378707,8.234796,8.213132,8.828007,9.056915,9.141128,9.271263,9.78143,9.786808,9.114919,9.085848,9.484848,8.946996,8.27385,8.802287,8.072185,9.423095,9.292667,9.119803,9.934912,8.897249,9.063537,9.446926,9.185514,9.289132,7.66911,7.662661,7.659882,8.620171,8.774146,8.791949,7.614361,8.48299,8.89373,7.924273,8.317033,8.617046,5.496363,6.333953,4.945677,7.886372,5.916057,7.033508,5.868458,5.369264,5.627306,6.399984,7.053416,6.100933,6.854291,8.117388,7.357015,8.923659,9.039851,9.189926,7.169126,7.660874,9.004532,8.947983,8.723026,8.766099,7.734735,9.112614,9.576436,9.172108,8.172667,7.351138,9.20318,9.577865,9.426132,9.731005,7.455905,8.402601,7.077483,9.126384,8.722615,8.861863,7.72359,7.953828,7.568085,8.069818,8.316727,9.874759,9.823106
b0132,6.521368,6.513212,6.425027,6.687976,6.781459,6.518517,6.540359,6.575256,5.770793,6.263112,6.050718,6.56893,6.364186,6.478544,6.455839,6.565588,5.949838,6.017743,6.622418,6.272345,6.491812,6.382378,5.756759,6.157632,6.080558,6.617696,6.722065,6.071299,6.397401,6.136199,6.258412,6.67662,6.360305,6.354165,6.426637,6.222395,6.411293,5.904759,6.421476,6.715092,6.130302,5.966228,6.042062,6.638343,6.784819,6.101478,6.570619,6.256859,6.6284,6.036096,5.980428,6.222411,6.241463,6.922974,6.986075,6.193781,5.590931,6.349796,6.391231,5.878406,5.156909,6.51539,6.20461,6.65046,6.217295,6.503645,6.666639,6.721786,7.125574,5.409903,5.842703,6.2061,6.107886,6.351529,6.070922,5.850502,5.988893,6.664183,6.990068,6.500489,6.502945,6.429441,6.766481,6.55019,6.572556,6.226537,6.430879,6.576099,6.726329,7.045049,6.862432,6.733834,6.543663,6.854963,6.542225,6.35741
b0133,8.70648,8.589521,8.883118,8.579058,9.085907,8.998524,9.005949,8.6026,9.041392,8.628369,8.569292,8.755432,7.975894,7.625931,7.970456,8.268242,8.00834,8.659268,8.869676,8.489311,8.95395,8.155112,8.286173,8.243049,7.690666,8.244992,8.63997,8.395971,8.470865,8.312907,8.368581,8.568422,8.170463,8.531541,8.51079,8.678844,8.50535,8.073467,7.866263,7.624138,8.970033,8.027407,8.717928,8.228029,8.695621,8.699494,8.577606,8.31884,8.318126,7.426925,7.544637,7.25926,8.395393,7.84862,8.224692,6.836329,6.229017,7.292033,6.994289,7.106169,6.520957,7.846509,8.477902,8.458217,8.38785,8.83633,8.865285,8.686052,8.427513,8.124859,8.325074,8.252686,7.987467,7.945317,8.532399,8.381408,8.311453,8.328755,8.275924,8.903964,9.194161,8.73008,9.097733,7.763546,8.19511,7.887383,8.394552,8.935809,9.049468,7.873247,7.807916,7.60895,8.100959,8.349258,8.499451,8.581929
b0134,9.956124,9.710353,9.913324,9.959362,10.025485,9.906746,10.13608,9.673081,9.947392,9.415543,9.623136,9.818755,9.139126,8.455659,8.641262,8.956083,9.12059,9.121094,9.515368,9.265776,9.374244,9.155021,8.812569,9.251134,8.716325,8.92521,9.478803,9.410781,9.192675,9.019538,9.138138,9.689085,9.435741,9.136868,9.316443,9.764468,9.36215,9.060529,8.931767,8.986176,9.757218,9.517019,9.526171,9.327823,9.195167,9.49809,9.449223,9.344705,9.390893,7.770139,8.075374,7.793962,8.905598,8.119347,8.639194,7.504486,7.287141,7.453329,7.817066,8.068337,7.320747,8.983176,8.904489,8.831133,9.4021,9.518308,9.655833,8.730264,8.679294,9.437163,8.971183,9.148421,9.030416,8.596441,9.476856,9.347143,9.345953,8.769459,8.488447,9.843074,10.314323,10.319541,10.12047,8.570577,8.530901,8.255424,9.559514,9.816379,9.697087,9.161918,8.691673,7.964657,8.772771,8.73254,9.153949,9.449756
b0135,4.497342,4.345435,4.485282,5.051571,4.858108,4.86282,4.774006,4.862869,4.574277,4.702934,4.784857,5.413585,4.789399,5.039862,4.972426,4.76428,4.621952,4.579756,4.818327,4.450134,4.687128,4.629054,4.794656,4.843909,4.787314,4.71277,4.580058,4.531564,4.549157,4.534061,4.774456,4.570132,4.780116,4.590948,4.7163,4.321272,4.559401,4.561823,4.752271,4.876772,4.510756,4.778504,4.403973,4.915197,4.785223,4.283252,4.288442,4.313676,4.520139,5.093028,5.497362,4.911276,4.74469,5.38743,5.618211,5.107379,4.81034,5.241984,5.731329,4.695289,4.209898,5.283352,4.574332,5.364014,4.300816,5.081022,5.180807,5.850991,5.417275,4.001853,4.303178,4.586352,4.200074,5.102779,4.634494,4.346998,4.364946,4.948226,5.632026,4.793967,4.478955,4.394314,4.456562,5.168016,5.158089,5.228245,4.517034,4.899053,5.160082,5.325384,5.348343,5.100443,4.963516,5.186223,4.730981,4.573944
b0136,4.194015,4.103222,4.07927,4.35103,4.421235,4.441725,4.286228,4.29768,4.107684,4.380111,4.491786,5.279974,4.22031,4.651979,4.767513,3.971733,4.585898,3.941272,4.171159,4.220462,4.199106,4.020217,4.319017,4.545096,4.638196,4.234094,3.960022,4.141977,4.149461,4.10475,4.578066,4.111777,4.159788,4.134611,4.420323,4.16747,4.105971,4.19345,4.283711,4.413978,4.011008,4.203756,4.194636,4.56451,4.576253,3.999276,3.872681,4.37017,4.232793,4.95808,4.984959,4.246439,4.433308,4.617242,5.402183,4.799884,4.334838,5.172629,4.872476,4.342097,3.843757,5.093093,4.222013,4.892016,4.0918,4.55509,4.515057,5.365199,5.052777,3.133656,4.003794,4.106012,3.765725,4.932511,4.107883,3.722894,3.918858,4.771268,5.022073,3.91894,4.037154,4.226609,4.337451,4.886611,4.76576,4.89749,4.170932,4.535916,4.80243,5.270813,5.432249,5.115469,4.68728,4.847326,4.285489,4.440731
b0137,5.363946,5.20771,5.451379,5.71853,5.816592,5.633356,5.737574,5.562974,5.355584,5.625451,5.5885,6.215371,5.847841,6.279689,6.05754,5.670359,5.67806,5.445576,5.649621,5.509433,5.733832,5.337396,5.563709,5.69342,5.971777,5.61865,5.315404,5.576268,5.559204,5.400855,5.912546,5.324009,5.754523,5.437611,5.828983,5.214334,5.467874,5.336748,5.553268,5.755652,5.23093,5.552624,5.546477,5.815304,6.027998,5.279839,5.179373,5.336063,5.678132,5.801308,6.392993,5.888702,5.723527,6.36035,6.556076,6.071608,5.86187,6.749407,6.571206,6.214892,5.301176,6.328913,5.37073,6.554189,5.243147,5.658046,5.713907,6.773306,6.554062,4.425976,5.291228,5.510216,5.247123,6.256551,5.219064,4.923428,5.564799,6.182859,6.660479,5.0849,4.919284,5.42487,5.291677,6.268297,6.207967,6.59732,5.674557,5.867085,6.01384,6.581302,6.654513,6.558505,6.475832,6.254178,5.791536,5.501156
b0138,5.147313,4.928007,4.931442,5.253687,5.260334,5.240888,5.324904,5.318626,4.76725,4.940579,5.022441,5.57691,5.31249,5.558498,5.58126,5.038291,5.272517,5.283494,5.157635,5.080172,5.145285,4.82669,4.870445,5.150774,5.30624,5.108756,4.867942,4.989173,5.00579,5.064778,5.358222,5.096489,4.964064,5.272696,5.255386,4.885483,4.87588,4.871458,5.011783,5.010557,4.971578,4.948967,4.992259,5.388969,5.54109,5.036901,4.951263,4.898402,5.187287,5.785025,5.523355,5.598318,5.510381,5.817303,5.966373,5.840012,5.337748,5.327997,5.537575,5.339382,4.566887,5.47319,5.154369,5.624727,5.019351,4.966437,4.949201,5.740572,5.812236,3.958017,4.619198,4.700395,4.731225,5.441816,4.810886,4.444443,5.044173,5.456271,5.703269,4.568115,4.566684,4.959528,4.759326,5.386698,5.50159,5.45617,4.924697,5.407043,5.402263,5.727376,5.785078,5.534448,5.673295,5.532117,5.158409,5.107367
b0139,4.608457,4.368695,4.524498,4.765885,4.935374,4.742323,4.902915,4.524346,4.176279,4.674245,4.498369,5.596594,4.693489,5.177259,4.904334,4.389773,4.841791,4.640054,4.538199,4.311136,4.751835,4.16592,4.622367,4.734165,4.681309,4.678814,4.38841,4.717124,4.575436,4.485134,4.851603,4.498355,4.658043,4.721014,4.503188,4.152565,4.424437,4.370714,4.60864,4.507804,4.179185,4.61338,4.277263,5.169946,5.23877,4.136676,4.323582,4.358044,4.751572,5.403928,5.636004,4.771255,5.135787,5.542142,5.722914,5.413591,5.150118,5.336905,5.681583,4.882699,4.415667,5.457021,4.896568,5.521857,4.11436,4.153936,4.21025,5.748021,5.190443,3.917054,4.210518,4.249892,3.911544,5.263895,4.484738,3.805542,4.469572,5.677889,5.487506,4.238677,4.26063,4.268584,4.236489,5.296112,5.261222,5.922385,4.091921,5.248381,5.015977,5.170454,5.514695,5.266783,4.951944,4.952046,4.756884,4.595526
b0140,4.95425,4.973867,4.742127,5.188899,5.151964,5.051565,5.183443,4.842835,4.664447,5.389123,5.137553,5.690153,5.226721,5.420015,5.401927,5.241161,5.221858,4.656128,4.968096,4.705694,4.95079,4.678027,5.058659,5.101379,5.203904,5.147842,4.869329,5.195329,5.034714,4.822428,5.165161,4.915767,5.036958,4.881474,4.944033,4.921509,4.809838,4.844115,4.96686,5.043044,4.72262,5.274915,4.827992,5.19326,5.602057,4.717154,4.546882,4.716293,5.075996,5.784484,5.406581,5.666921,5.91463,5.930676,5.809289,5.607367,5.160644,5.763727,5.923322,5.533655,5.118832,5.625761,5.253853,5.83098,4.81936,4.858109,4.8074,6.15326,5.646304,4.711231,4.861921,4.629611,4.676707,5.373358,4.845387,4.382691,4.972169,5.690195,5.568105,4.634559,4.562738,4.835291,4.486263,5.842241,5.673066,5.690157,4.840491,5.582859,5.411374,5.581863,6.318056,5.620807,5.653271,5.156446,5.154597,5.113488
